,name,frequency,modeling_realm,standard_name,units,cell_methods,cell_measures,long_name,comment,processing_note,dimensions,out_name,type,positive,spatial_shape,temporal_shape,cmip6_table,physical_parameter_name,variableRootDD,branding_label,branded_variable_name,region,cmip6_compound_name,cmip7_compound_name,uid,priority,flag_values,flag_meanings
72,atmos.rls.tavg-u-hxy-u.mon.glb,mon,atmos,surface_net_downward_longwave_flux,W m-2,area: time: mean,area: areacella,Net Longwave Surface Radiation,Net longwave surface radiation,,longitude latitude time,rls,real,down,XY-na,time-intv,Emon,rls,rls,tavg-u-hxy-u,rls_tavg-u-hxy-u,glb,Emon.rls,atmos.rls.tavg-u-hxy-u.mon.glb,8b922368-4a5b-11e6-9cd2-ac72891c3257,high,,
73,atmos.rlus.tavg-u-hxy-u.3hr.glb,3hr,atmos,surface_upwelling_longwave_flux_in_air,W m-2,area: time: mean,area: areacella,Surface Upwelling Longwave Radiation,This is the 3-hour mean flux.,,longitude latitude time,rlus,real,up,XY-na,time-intv,3hr,rlus,rlus,tavg-u-hxy-u,rlus_tavg-u-hxy-u,glb,3hr.rlus,atmos.rlus.tavg-u-hxy-u.3hr.glb,bab59202-e5dd-11e5-8482-ac72891c3257,high,,
78,atmos.rsds.tavg-u-hxy-u.3hr.glb,3hr,atmos,surface_downwelling_shortwave_flux_in_air,W m-2,area: time: mean,area: areacella,Surface Downwelling Shortwave Radiation,This is the 3-hour mean flux.,,longitude latitude time,rsds,real,down,XY-na,time-intv,3hr,rsds,rsds,tavg-u-hxy-u,rsds_tavg-u-hxy-u,glb,3hr.rsds,atmos.rsds.tavg-u-hxy-u.3hr.glb,bab5df78-e5dd-11e5-8482-ac72891c3257,high,,
83,atmos.rss.tavg-u-hxy-u.mon.glb,mon,atmos,surface_net_downward_shortwave_flux,W m-2,area: time: mean,area: areacella,Net Shortwave Surface Radiation,Net downward shortwave radiation at the surface,,longitude latitude time,rss,real,down,XY-na,time-intv,Emon,rss,rss,tavg-u-hxy-u,rss_tavg-u-hxy-u,glb,Emon.rss,atmos.rss.tavg-u-hxy-u.mon.glb,6f68f91c-9acb-11e6-b7ee-ac72891c3257,high,,
84,atmos.rsus.tavg-u-hxy-u.3hr.glb,3hr,atmos,surface_upwelling_shortwave_flux_in_air,W m-2,area: time: mean,area: areacella,Surface Upwelling Shortwave Radiation,This is the 3-hour mean flux.,,longitude latitude time,rsus,real,up,XY-na,time-intv,3hr,rsus,rsus,tavg-u-hxy-u,rsus_tavg-u-hxy-u,glb,3hr.rsus,atmos.rsus.tavg-u-hxy-u.3hr.glb,bab65138-e5dd-11e5-8482-ac72891c3257,high,,
93,atmos.snmsl.tavg-u-hxy-lnd.day.glb,day,atmos,liquid_water_mass_flux_into_soil_due_to_surface_snow_melt,kg m-2 s-1,area: mean where land time: mean,area: areacella,Water Flowing out of Snowpack,surface_snow_melt_flux_into_soil_layer,,longitude latitude time,snmsl,real,,XY-na,time-intv,Eday,snmsl,snmsl,tavg-u-hxy-lnd,snmsl_tavg-u-hxy-lnd,glb,Eday.snmsl,atmos.snmsl.tavg-u-hxy-lnd.day.glb,d2285222-4a9f-11e6-b84e-ac72891c3257,medium,,
94,atmos.snrefr.tavg-u-hxy-lnd.day.glb,day,atmos,surface_snow_and_ice_refreezing_flux,kg m-2 s-1,area: mean where land time: mean,area: areacella,Refreezing of Water in the Snow,surface_snow_and_ice_refreezing_flux,,longitude latitude time,snrefr,real,,XY-na,time-intv,Eday,snrefr,snrefr,tavg-u-hxy-lnd,snrefr_tavg-u-hxy-lnd,glb,Eday.snrefr,atmos.snrefr.tavg-u-hxy-lnd.day.glb,d2284d90-4a9f-11e6-b84e-ac72891c3257,medium,,
95,atmos.snwc.tavg-u-hxy-lnd.day.glb,day,atmos,canopy_snow_amount,kg m-2,area: mean where land time: mean,area: areacella,Snow Water Equivalent Intercepted by the Vegetation,canopy_snow_amount,,longitude latitude time,snwc,real,,XY-na,time-intv,Eday,snwc,snwc,tavg-u-hxy-lnd,snwc_tavg-u-hxy-lnd,glb,Eday.snwc,atmos.snwc.tavg-u-hxy-lnd.day.glb,d2288e36-4a9f-11e6-b84e-ac72891c3257,medium,,
98,atmos.ta.tpt-p6-hxy-air.3hr.glb,3hr,atmos,air_temperature,K,area: mean where air time: point,area: areacella,Air temperature,Air temperature on 6 pressure levels in the lower troposphere,950 hPa to 700 hPa with an interval of 50h Pa for vertical layers (6 vertical layers),longitude latitude plev6 time1,ta,real,,XY-P6,time-point,E3hrPt,ta6,ta,tpt-p6-hxy-air,ta_tpt-p6-hxy-air,glb,E3hrPt.ta6,atmos.ta.tpt-p6-hxy-air.3hr.glb,80ab7434-a698-11ef-914a-613c0433d878,medium,,
109,atmos.ts.tavg-u-hxy-lnd.day.glb,day,atmos,surface_temperature,K,area: time: mean where snow (on land),area: areacella,Snow Surface Temperature,Snow Surface Temperature,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land time: mean CMIP7:area: mean where land time: mean (weighted by snow area),
CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean where land time: mean CMIP7:area: time: mean where snow (on land),",longitude latitude time,ts,real,,XY-na,time-intv,Eday,tsns,ts,tavg-u-hxy-lnd,ts_tavg-u-hxy-lnd,glb,Eday.tsns,atmos.ts.tavg-u-hxy-lnd.day.glb,d227b7c2-4a9f-11e6-b84e-ac72891c3257,medium,,
113,atmos.ua.tpt-p6-hxy-air.3hr.glb,3hr,atmos,eastward_wind,m s-1,area: mean where air time: point,area: areacella,Eastward wind,Zonal wind (positive in a eastward direction) on 6 pressure levels in the lower troposphere,950 hPa to 700 hPa with an interval of 50h Pa for vertical layers (6 vertical layers),longitude latitude plev6 time1,ua,real,,XY-P6,time-point,E3hrPt,ua6,ua,tpt-p6-hxy-air,ua_tpt-p6-hxy-air,glb,E3hrPt.ua6,atmos.ua.tpt-p6-hxy-air.3hr.glb,80ab7431-a698-11ef-914a-613c0433d878,medium,,
118,atmos.va.tpt-p6-hxy-air.3hr.glb,3hr,atmos,northward_wind,m s-1,area: mean where air time: point,area: areacella,Northward Wind,Meridional wind (positive in a northward direction) on 6 pressure levels in the lower troposphere,950 hPa to 700 hPa with an interval of 50h Pa for vertical layers (6 vertical layers),longitude latitude plev6 time1,va,real,,XY-P6,time-point,E3hrPt,va6,va,tpt-p6-hxy-air,va_tpt-p6-hxy-air,glb,E3hrPt.va6,atmos.va.tpt-p6-hxy-air.3hr.glb,80ab7432-a698-11ef-914a-613c0433d878,medium,,
123,atmos.wap.tpt-p6-hxy-air.3hr.glb,3hr,atmos,lagrangian_tendency_of_air_pressure,Pa s-1,area: mean where air time: point,area: areacella,Omega (=dp/dt),Omega (=dp/dt) on 6 pressure levels in the lower troposphere,950 hPa to 700 hPa with an interval of 50h Pa for vertical layers (6 vertical layers),longitude latitude plev6 time1,wap,real,,XY-P6,time-point,E3hrPt,wap6,wap,tpt-p6-hxy-air,wap_tpt-p6-hxy-air,glb,E3hrPt.wap6,atmos.wap.tpt-p6-hxy-air.3hr.glb,80ab7433-a698-11ef-914a-613c0433d878,medium,,
